YEAR(CreationDateTimeID),AccountID,UltimateParentAccountID,TicketType,NumTickets,AVG(CSAT),NumTicketsWithCSAT,AvgTicketLength,AVG(FirstEmailTaskDuration),AVG(NumberOfEmails)
2020,0012J00002KspV4QAJ,0015000000wLFqMAAW,SE,3,NULL,0,19227,1861,3.3333
2020,0012J00002KspV4QAJ,0015000000wLFqMAAW,SP,1,NULL,0,219,NULL,NULL
2020,0012J00002KsrknQAB,0015000000qFjrGAAS,SE,60,4.6875,16,783140.8167,85351.0588,7.25
2020,0012J00002KsrknQAB,0015000000qFjrGAAS,SP,20,4.7143,7,312495.15,NULL,NULL
2020,0012J00002KsuDCQAZ,0015000000VZr21AAD,CS,2,NULL,0,10108,NULL,NULL
2020,0012J00002KsuDCQAZ,0015000000VZr21AAD,SE,42,NULL,0,1172562.619,28584.2,9.2857
2020,0012J00002KsuDCQAZ,0015000000VZr21AAD,SP,1,NULL,0,18,NULL,NULL
2020,0012J00002Kt2weQAB,0015000000eCYPeAAO,SP,1,NULL,0,362,NULL,NULL
2020,0012J00002KufLwQAJ,0015000000qFxs8AAC,SE,5,NULL,0,991079.6,12443.3333,4
2020,0012J00002KuxV0QAJ,0015000000Ms9nsAAB,SE,5,5,2,488613.2,8872.5,7
2020,0012J00002KuxV0QAJ,0015000000Ms9nsAAB,SP,1,NULL,0,1140,NULL,NULL
2020,0012J00002LaHnnQAF,00150000010MKyoAAG,SE,12,4,1,713581,50561.8182,7.1667
2020,0012J00002LajVBQAZ,00150000010Mq7KAAS,SE,1,NULL,0,4444,NULL,2
2020,0012J00002LajVBQAZ,00150000010Mq7KAAS,SP,1,NULL,0,1207,NULL,NULL
2020,0012J00002LaxRaQAJ,00150000010MJYOAA4,SE,3,NULL,0,236103.6667,48799.6667,4.6667
2020,0012J00002Lb2HWQAZ,00150000010MVxdAAG,SE,1,5,1,174824,NULL,6
2020,0012J00002Lb2HWQAZ,00150000010MVxdAAG,SP,1,5,1,1234,NULL,NULL
2020,0012J00002Lb69kQAB,0015000000sEp5sAAC,SE,1,NULL,0,126402,8588,5
2020,0012J00002Lb7kwQAB,0012J00002Lb7kwQAB,CS,3,5,1,5993.3333,NULL,NULL
2020,0012J00002Lb7kwQAB,0012J00002Lb7kwQAB,SE,6,NULL,0,220583.1667,994,5.1667
2020,0012J00002LbEmMQAV,00150000010Mbl0AAC,SE,3,NULL,0,120856.6667,4208.5,4.3333
2020,0012J00002LbEmMQAV,00150000010Mbl0AAC,SP,2,NULL,0,792.5,NULL,NULL
2020,0012J00002LbgXKQAZ,0015000000OHjAwAAL,CS,6,NULL,0,6772.3333,NULL,NULL
2020,0012J00002LbgXKQAZ,0015000000OHjAwAAL,SE,8,5,2,455379,42616.3333,6.75
2020,0012J00002LbgXKQAZ,0015000000OHjAwAAL,SP,5,5,2,782.2,NULL,NULL
2020,0012J00002LbK78QAF,0012J00002LbK78QAF,SE,1,NULL,0,6315,3106,4
2020,0012J00002Lbl2TQAR,0015000001AggURAAZ,SE,2,NULL,0,305836.5,11434.5,4
2020,0012J00002Lbl2TQAR,0015000001AggURAAZ,SP,2,NULL,0,603,NULL,NULL
2020,0012J00002LbPPeQAN,0012J00002QkIhgQAF,SE,3,NULL,0,208894.6667,4053,6.3333
2020,0012J00002LbQZDQA3,0012J00002LbQZDQA3,SE,4,NULL,0,71831.25,NULL,2.25
2020,0012J00002LbQZDQA3,0012J00002LbQZDQA3,SP,24,NULL,0,6128.7917,NULL,NULL
2020,0012J00002LbsP6QAJ,0015000000r70nsAAA,SE,2,NULL,0,220794.5,24,4
2020,0012J00002LbtSVQAZ,0015000000nD9jFAAS,SE,29,4.9375,16,342921.5556,28209.8276,7.3103
2020,0012J00002M7bnYQAR,0015000001XPfCfAAL,SE,15,5,2,388002.8667,28260.4286,9
2020,0012J00002M7bnYQAR,0015000001XPfCfAAL,SP,2,NULL,0,1917.5,NULL,NULL
2020,0012J00002M7EzvQAF,0015000000Sb1UeAAJ,CS,2,NULL,0,59956,NULL,NULL
2020,0012J00002M7EzvQAF,0015000000Sb1UeAAJ,SE,4,NULL,0,10618.25,1095.5,3.5
2020,0012J00002M7J57QAF,0015000000nDTNuAAO,SE,25,3,2,650606.28,14108.8571,6.48
2020,0012J00002M7J57QAF,0015000000nDTNuAAO,SP,21,5,1,630561,NULL,NULL
2020,0012J00002M7rpUQAR,00150000010MRrNAAW,SE,12,4,3,197404.1667,24602.9091,5.5833
2020,0012J00002M7rpUQAR,00150000010MRrNAAW,SP,1,NULL,0,15062,NULL,NULL
2020,0012J00002M7uk4QAB,0012J00002M7uk4QAB,SE,15,NULL,0,810911.8,42076.5833,8.1429
2020,0012J00002M7uk4QAB,0012J00002M7uk4QAB,SP,1,NULL,0,3233,NULL,NULL
2020,0012J00002M7uXEQAZ,00150000010Mq7KAAS,SE,3,NULL,0,20229.6667,1435.5,3.3333
2020,0012J00002M7uXEQAZ,00150000010Mq7KAAS,SP,7,NULL,0,1237.7143,NULL,NULL
2020,0012J00002M7XrKQAV,0012J00002OVW5EQAX,SE,20,5,1,700428.3,31494.4211,6.7
2020,0012J00002M7yl8QAB,0015000000SwIb0AAF,SE,1,NULL,0,3588,2976,3
2020,0012J00002M88KCQAZ,0015000000uMJG1AAO,SP,1,NULL,0,21,NULL,NULL
2020,0012J00002M94zaQAB,0015000000tGTNAAA4,SE,1,NULL,0,507130,37680,7
2020,0012J00002M94zaQAB,0015000000tGTNAAA4,SP,2,NULL,0,792,NULL,NULL
2020,0012J00002M97J9QAJ,00150000010MmEMAA0,SP,2,NULL,0,932.5,NULL,NULL
2020,0012J00002M97KCQAZ,00150000010MmEMAA0,SE,3,NULL,0,332710,421,5.6667
2020,0012J00002M98qyQAB,0015000000YZCbOAAX,CS,5,NULL,0,41747,NULL,NULL
2020,0012J00002M98qyQAB,0015000000YZCbOAAX,SE,2,NULL,0,1763696,1949,20.5
2020,0012J00002M991IQAR,0015000000qFjj5AAC,SE,9,5,1,1141691.667,71566.1429,7.5556
2020,0012J00002M991IQAR,0015000000qFjj5AAC,SP,1,5,1,2525,NULL,NULL
2020,0012J00002M9GJ3QAN,0012J00002M9GJ3QAN,SE,2,NULL,0,5872658.5,NULL,3.5
2020,0012J00002M9tAZQAZ,0015000000mOiKpAAK,CS,1,NULL,0,5655,NULL,NULL
2020,0012J00002MA22iQAD,0015000000OHjAwAAL,SE,4,NULL,0,206105.75,21481,8.75
2020,0012J00002NFwFUQA1,0015000001AgfcEAAR,SE,10,4.5,2,228053.9,13851,5
2020,0012J00002NFwFUQA1,0015000001AgfcEAAR,SP,10,NULL,0,3411.2,NULL,NULL
2020,0012J00002NFy4dQAD,0012J00002NFy4dQAD,SE,1,NULL,0,32833,31635,4
2020,0012J00002NGamtQAD,0015000000wNmCIAA0,SE,1,NULL,0,584993,NULL,6
2020,0012J00002NGBcEQAX,0015000000nDUnEAAW,SE,6,4,1,819120.5,27933.4,8
2020,0012J00002NGCr1QAH,00150000010Mrt6AAC,CS,3,NULL,0,13346,NULL,NULL
2020,0012J00002NGCr1QAH,00150000010Mrt6AAC,SE,19,NULL,0,870506.1053,14407.5,5.6842
2020,0012J00002NGCr1QAH,00150000010Mrt6AAC,SP,23,NULL,0,22005.9565,NULL,NULL
2020,0012J00002NGCroQAH,00150000010MVXFAA4,SE,8,5,2,334083.75,19211.5714,6.5
2020,0012J00002NGuZQQA1,0015000000d2pRmAAI,SE,5,NULL,0,85114,29018,3.8
2020,0012J00002NHtvGQAT,0015000000abyIaAAI,SE,1,NULL,0,90593,NULL,3
2020,0012J00002NHtvGQAT,0015000000abyIaAAI,SP,3,NULL,0,1790.3333,NULL,NULL
2020,0012J00002NHvozQAD,0012J00002NHvozQAD,SE,27,5,20,316706.6923,43473.3636,8.2222
2020,0012J00002NHvqqQAD,0015000000qA3Z0AAK,SE,8,4.3333,3,430563.5,20494,9.5
2020,0012J00002OVNfJQAX,00150000010MCiyAAG,SE,4,5,1,1112572,61834,6.75
2020,0012J00002OVrK2QAL,0015000000SwIb0AAF,SE,1,NULL,0,16113,1074,3
2020,0012J00002OVrK2QAL,0015000000SwIb0AAF,SP,2,NULL,0,1115.5,NULL,NULL
2020,0012J00002OVwLrQAL,0015000001AggBpAAJ,SP,1,NULL,0,1084,NULL,NULL
2020,0012J00002PLckXQAT,0012J00002PLckTQAT,SE,9,4,1,1024198.889,63124.6,8.8889
2020,0012J00002PLckXQAT,0012J00002PLckTQAT,SP,1,NULL,0,4134,NULL,NULL
2020,0012J00002PM3pBQAT,0015000001AggBpAAJ,SE,1,NULL,0,244199,275,10
2020,0012J00002PMfKLQA1,00150000010MM3RAAW,SP,1,NULL,0,686,NULL,NULL
2020,0012J00002PMiIAQA1,0015000000nDT6ZAAW,CS,4,5,1,4083,NULL,NULL
2020,0012J00002PMsRWQA1,0015000000ev26rAAA,SE,1,NULL,0,611894,949,17
2020,0012J00002Q3HRcQAN,0012J00002Q3HRcQAN,SE,1,NULL,0,51447,15552,4
2020,0012J00002QjmWkQAJ,0012J00002QjmWkQAJ,CS,24,4.6,5,91204.1667,NULL,NULL
2020,0012J00002QjmWkQAJ,0012J00002QjmWkQAJ,SE,89,4.5625,16,361867.3371,9862.2093,4.9888
2020,0012J00002QjmWkQAJ,0012J00002QjmWkQAJ,SP,95,4.9394,33,14039.0421,NULL,NULL
2020,0012J00002QkMAkQAN,0015000000hYfjLAAS,SE,1,NULL,0,228585,743,3
2020,0012J00002QN8ACQA1,0015000000qFp6oAAC,SP,2,5,1,629.5,NULL,NULL
2020,0012J00002QNpsHQAT,0012J00002QNpsHQAT,SE,6,NULL,0,476996.3333,22006.6667,5.5
2020,0012J00002QNpsHQAT,0012J00002QNpsHQAT,SP,3,5,2,2902.3333,NULL,NULL
2020,0012J00002S0hsrQAB,0015000000tonRCAAY,SE,3,NULL,0,802787.6667,10639,13.6667
2020,0012J00002S1PQbQAN,0015000000ZD2oSAAT,SE,17,4,1,328826.9412,5202.8571,6.3529
2020,0012J00002S1PQbQAN,0015000000ZD2oSAAT,SP,17,5,6,277926.5294,NULL,NULL
2020,0015000000ab9syAAA,00150000010MXS4AAO,SE,27,4.875,8,628453.8148,41962.2963,10.1852
2020,0015000000ab9syAAA,00150000010MXS4AAO,SP,6,4.5,2,682.8333,NULL,NULL
2020,0015000000abBfUAAU,0015000000iU4bVAAS,CS,1,NULL,0,6097,NULL,NULL
2020,0015000000abBfUAAU,0015000000iU4bVAAS,SE,10,5,2,133108.7,2534,5.1
2020,0015000000abBfUAAU,0015000000iU4bVAAS,SP,5,5,3,1463.8,NULL,NULL
2020,0015000000abbrxAAA,00150000010MnQtAAK,SE,2,NULL,0,874457.5,6638,9
2020,0015000000abbrxAAA,00150000010MnQtAAK,SP,3,NULL,0,9877.6667,NULL,NULL
2020,0015000000abGNrAAM,0015000000abGNrAAM,SE,1,NULL,0,498280,112,5
2020,0015000000abGNrAAM,0015000000abGNrAAM,SP,3,NULL,0,690.3333,NULL,NULL
2020,0015000000abHHgAAM,0015000000abHHgAAM,CS,9,4,4,25925.7778,NULL,NULL
2020,0015000000abHHgAAM,0015000000abHHgAAM,SE,45,4.75,4,1060832.889,15262.4118,7.3778
2020,0015000000abHHgAAM,0015000000abHHgAAM,SP,28,4.5,2,2833.6786,NULL,NULL
2020,0015000000abik4AAA,0015000000abik4AAA,CS,14,NULL,0,27674.2857,NULL,NULL
2020,0015000000abik4AAA,0015000000abik4AAA,SE,11,4.5,2,353943.8182,11166.375,5.9091
2020,0015000000abik4AAA,0015000000abik4AAA,SP,1,NULL,0,1480,NULL,NULL
2020,0015000000abImgAAE,0015000000nDR0aAAG,SE,14,4,4,427372.7857,31041.9091,5.7857
2020,0015000000abImgAAE,0015000000nDR0aAAG,SP,1,NULL,0,290,NULL,NULL
2020,0015000000abio0AAA,0015000000bqrPkAAI,CS,6,NULL,0,9142.1667,NULL,NULL
2020,0015000000abio0AAA,0015000000bqrPkAAI,SE,9,NULL,0,189652.2222,1976.6667,5.75
2020,0015000000abio0AAA,0015000000bqrPkAAI,SP,6,NULL,0,976.8333,NULL,NULL
2020,0015000000abLSgAAM,0015000000abLSgAAM,SE,1,NULL,0,7978,2739,4
2020,0015000000abLSgAAM,0015000000abLSgAAM,SP,1,NULL,0,451,NULL,NULL
2020,0015000000abnbbAAA,0015000000nDXYXAA4,SE,1,NULL,0,612687,468,7
2020,0015000000abnbbAAA,0015000000nDXYXAA4,SP,4,NULL,0,1997.5,NULL,NULL
2020,0015000000abq5GAAQ,0015000000abq5GAAQ,CS,2,NULL,0,7608.5,NULL,NULL
2020,0015000000abq5GAAQ,0015000000abq5GAAQ,SE,7,5,1,572565.2857,5822,7.1429
2020,0015000000abQxNAAU,0015000000tQlNBAA0,CS,10,5,2,72300.1,NULL,NULL
2020,0015000000abQxNAAU,0015000000tQlNBAA0,SE,64,4.25,4,732075.875,32191.8857,6.8281
2020,0015000000abQxNAAU,0015000000tQlNBAA0,SP,22,NULL,0,9140.3636,NULL,NULL
2020,0015000000abTOlAAM,0015000000abTOlAAM,SE,1,5,1,3843,NULL,3
2020,0015000000abTOlAAM,0015000000abTOlAAM,SP,1,NULL,0,926,NULL,NULL
2020,0015000000abwn3AAA,0015000000abwn3AAA,SE,8,4,1,2096527.25,15187,18.125
2020,0015000000abwn3AAA,0015000000abwn3AAA,SP,8,5,6,1824,NULL,NULL
2020,0015000000abx25AAA,0015000000wLG4nAAG,SE,1,NULL,0,276973,490,4
2020,0015000000abYFSAA2,00150000010MEFGAA4,CS,2,NULL,0,1777,NULL,NULL
2020,0015000000abYFSAA2,00150000010MEFGAA4,SE,10,NULL,0,323745.7,19037,5.1
2020,0015000000abYFSAA2,00150000010MEFGAA4,SP,8,NULL,0,3754.5,NULL,NULL
2020,0015000000ac0LsAAI,0015000000qFjxOAAS,SE,5,5,1,287195.8,2600,6.6
2020,0015000000ac0LsAAI,0015000000qFjxOAAS,SP,7,5,2,838.1429,NULL,NULL
2020,0015000000ac0ppAAA,0015000000nDQQpAAO,SP,1,NULL,0,461,NULL,NULL
2020,0015000000ac0rgAAA,0015000000ac0rgAAA,CS,10,4.6667,6,19885,NULL,NULL
2020,0015000000ac0rgAAA,0015000000ac0rgAAA,SE,27,5,3,752821.5926,3449.25,6.3462
2020,0015000000ac0rgAAA,0015000000ac0rgAAA,SP,25,4.8333,6,5379.52,NULL,NULL
2020,0015000000ac1iFAAQ,0015000000eCmsEAAS,CS,1,5,1,5352,NULL,NULL
2020,0015000000ac1iFAAQ,0015000000eCmsEAAS,SE,2,NULL,0,1038163.5,2740,9
2020,0015000000ac1iFAAQ,0015000000eCmsEAAS,SP,4,NULL,0,780.75,NULL,NULL
2020,0015000000ac4C7AAI,0015000000ac4C7AAI,SE,1,NULL,0,71635,3671,9
2020,0015000000ac4C7AAI,0015000000ac4C7AAI,SP,1,NULL,0,1966,NULL,NULL
2020,0015000000ac7G4AAI,0015000000ac7G4AAI,SE,1,NULL,0,1032308,4873,4
2020,0015000000ac7j8AAA,0015000000eCArDAAW,SP,1,NULL,0,824,NULL,NULL
2020,0015000000acAysAAE,0015000000acAysAAE,SE,16,4,2,925501.3125,5465.9167,5.75
2020,0015000000acAysAAE,0015000000acAysAAE,SP,2,NULL,0,756,NULL,NULL
2020,0015000000acbHmAAI,0015000000acbHmAAI,SE,22,4.9,10,291484.8182,24775.9412,5.7143
2020,0015000000acbHmAAI,0015000000acbHmAAI,SP,4,NULL,0,1095.25,NULL,NULL
2020,0015000000acBIIAA2,0015000000nDQQqAAO,SE,5,NULL,0,89734.6,37318.5,5.4
2020,0015000000acBIIAA2,0015000000nDQQqAAO,SP,2,NULL,0,662.5,NULL,NULL
2020,0015000000acCWCAA2,00150000010MbXvAAK,SE,7,NULL,0,1343639.286,118954.5,10.7143
2020,0015000000acCWCAA2,00150000010MbXvAAK,SP,5,NULL,0,830,NULL,NULL
2020,0015000000acinqAAA,0015000000acinqAAA,CS,22,NULL,0,50350.7273,NULL,NULL
2020,0015000000acinqAAA,0015000000acinqAAA,SE,36,4.75,4,614565.0833,19565.8095,5.5278
2020,0015000000acinqAAA,0015000000acinqAAA,SP,25,5,1,22928.92,NULL,NULL
2020,0015000000acj06AAA,0015000000acj06AAA,SE,20,NULL,0,724436.7,18908.3333,7.25
2020,0015000000acj06AAA,0015000000acj06AAA,SP,14,NULL,0,2904.2143,NULL,NULL
2020,0015000000acKCnAAM,0015000000acKCnAAM,CS,1,NULL,0,8874,NULL,NULL
2020,0015000000acKCnAAM,0015000000acKCnAAM,SE,8,NULL,0,656338.125,18728,7.75
2020,0015000000acLqFAAU,0015000000acLqFAAU,CS,1,5,1,5143,NULL,NULL
2020,0015000000acLqFAAU,0015000000acLqFAAU,SE,4,NULL,0,3322003.5,772592.25,6.25
2020,0015000000acP3XAAU,0015000000acP3XAAU,SE,1,NULL,0,2893,466,4
2020,0015000000acP3XAAU,0015000000acP3XAAU,SP,2,NULL,0,565,NULL,NULL
2020,0015000000acRsTAAU,0015000000acRsTAAU,CS,3,5,1,10183.3333,NULL,NULL
2020,0015000000acRsTAAU,0015000000acRsTAAU,SE,9,NULL,0,361265.8889,41364,5
2020,0015000000acRsTAAU,0015000000acRsTAAU,SP,2,NULL,0,391,NULL,NULL
2020,0015000000acss2AAA,0012J00002NIuSsQAL,SE,4,5,3,32324.5,3596.5,6.5
2020,0015000000acss2AAA,0012J00002NIuSsQAL,SP,3,5,2,1411.6667,NULL,NULL
2020,0015000000acssWAAQ,0015000000acssWAAQ,SE,6,5,1,919746,37379.8,10.3333
2020,0015000000acXO8AAM,00150000010MCoGAAW,SE,6,NULL,0,918169.6667,10269.5,9.1667
2020,0015000000aeaqQAAQ,0015000000nDXH0AAO,CS,9,5,1,5552.7778,NULL,NULL
2020,0015000000aeaqQAAQ,0015000000nDXH0AAO,SE,15,NULL,0,319906.1333,15797.6,3.9286
2020,0015000000aeaqQAAQ,0015000000nDXH0AAO,SP,8,3.6667,3,22757.5,NULL,NULL
2020,0015000000aeb5eAAA,0015000001W2RQpAAN,CS,1,NULL,0,10413,NULL,NULL
2020,0015000000aeb5eAAA,0015000001W2RQpAAN,SE,61,4.8235,17,2337383.164,24701.1304,7.9667
2020,0015000000aeb5eAAA,0015000001W2RQpAAN,SP,45,4.9545,22,168983.5111,NULL,NULL
2020,0015000000aeDBnAAM,00150000010MUhvAAG,CS,4,NULL,0,53860,NULL,NULL
2020,0015000000aeDBnAAM,00150000010MUhvAAG,SE,16,5,2,485356.625,22627.2222,6.0667
2020,0015000000aeDBnAAM,00150000010MUhvAAG,SP,2,NULL,0,927.5,NULL,NULL
2020,0015000000aeE1MAAU,0015000000aeE1MAAU,CS,3,NULL,0,29553.3333,NULL,NULL
2020,0015000000aeE1MAAU,0015000000aeE1MAAU,SE,18,4.5,2,1723607.333,230297.3,10.9412
2020,0015000000aeE1MAAU,0015000000aeE1MAAU,SP,21,5,1,251839.5238,NULL,NULL
2020,0015000000aeEgEAAU,00150000010MnQtAAK,CS,21,5,1,31947.5238,NULL,NULL
2020,0015000000aeEgEAAU,00150000010MnQtAAK,SE,19,NULL,0,1849663.158,4758.6364,6.1667
2020,0015000000aeEgEAAU,00150000010MnQtAAK,SP,5,NULL,0,583.2,NULL,NULL
2020,0015000000aeEqRAAU,00150000010MgIfAAK,SE,6,NULL,0,183879.8333,38130,3.8333
2020,0015000000aeGkeAAE,0015000000aeGkeAAE,SE,8,4.3333,3,1124868.125,25129.4,7.5
2020,0015000000aeGrbAAE,0015000000aeGrbAAE,CS,2,5,1,6626,NULL,NULL
2020,0015000000aeGrbAAE,0015000000aeGrbAAE,SE,10,4.5,2,471054.5,9521.625,6.3
2020,0015000000aeGrbAAE,0015000000aeGrbAAE,SP,6,5,5,13395.5,NULL,NULL
2020,0015000000aeHtGAAU,0015000000aeHtGAAU,CS,1,NULL,0,78600,NULL,NULL
2020,0015000000aeHtGAAU,0015000000aeHtGAAU,SE,5,NULL,0,159083.6,3087,5.6
2020,0015000000aeHtGAAU,0015000000aeHtGAAU,SP,5,4.5,2,704.6,NULL,NULL
2020,0015000000aeIBMAA2,0015000000wLGDIAA4,SE,3,5,3,194556,1850,6.3333
2020,0015000000aeIBMAA2,0015000000wLGDIAA4,SP,4,5,2,736.25,NULL,NULL
2020,0015000000aeKVtAAM,0015000000aeKVtAAM,SE,18,4,1,1380243.778,28741,6.3333
2020,0015000000aeKVtAAM,0015000000aeKVtAAM,SP,3,NULL,0,1390,NULL,NULL
2020,0015000000aeL5HAAU,0015000000aeL5HAAU,SE,18,5,1,330266,26734.3529,6.2778
2020,0015000000aeLN3AAM,0015000000wLGDIAA4,SE,26,4.3333,3,154328.12,5458.8636,6.04
2020,0015000000aeLN3AAM,0015000000wLGDIAA4,SP,9,5,3,29794.4444,NULL,NULL
2020,0015000000aeLt6AAE,0015000000aeLt6AAE,CS,1,NULL,0,6193,NULL,NULL
2020,0015000000aeLt6AAE,0015000000aeLt6AAE,SE,2,NULL,0,313600.5,NULL,4
2020,0015000000aeLt6AAE,0015000000aeLt6AAE,SP,5,NULL,0,1291.2,NULL,NULL
2020,0015000000aeORwAAM,00150000010Mm04AAC,CS,3,5,1,8995.3333,NULL,NULL
2020,0015000000aeORwAAM,00150000010Mm04AAC,SE,13,5,2,218284.2308,10946.875,5
2020,0015000000aeORwAAM,00150000010Mm04AAC,SP,2,NULL,0,796.5,NULL,NULL
2020,0015000000aeWkTAAU,0015000000aeWkTAAU,CS,1,NULL,0,24831,NULL,NULL
2020,0015000000aeWkTAAU,0015000000aeWkTAAU,SE,6,NULL,0,1423603.833,7506.4,6.8333
2020,0015000000aeXFRAA2,0015000000aeXFRAA2,SE,2,NULL,0,567686.5,7451.5,5
2020,0015000000aeXFRAA2,0015000000aeXFRAA2,SP,1,NULL,0,3078,NULL,NULL
2020,0015000000af4IvAAI,0015000001Agf9kAAB,SE,16,4,1,1018025.125,34160.5714,9.6667
2020,0015000000af4IvAAI,0015000001Agf9kAAB,SP,13,NULL,0,9824.4615,NULL,NULL
2020,0015000000afB1EAAU,0012J00002Qksg4QAB,SE,7,NULL,0,109109.5714,62475,6.1429
2020,0015000000afB1EAAU,0012J00002Qksg4QAB,SP,1,NULL,0,180735,NULL,NULL
2020,0015000000b4bfjAAA,0015000000b4bfjAAA,CS,1,NULL,0,1269,NULL,NULL
2020,0015000000b4bfjAAA,0015000000b4bfjAAA,SE,10,5,1,262119.2,18978.7143,4.9
2020,0015000000b4bfjAAA,0015000000b4bfjAAA,SP,2,NULL,0,1906,NULL,NULL
2020,0015000000b4jqdAAA,0015000000b4jqdAAA,CS,3,NULL,0,3320.3333,NULL,NULL
2020,0015000000b4jqdAAA,0015000000b4jqdAAA,SE,3,NULL,0,3132.6667,1785,2.5
2020,0015000000b4jqdAAA,0015000000b4jqdAAA,SP,1,NULL,0,2025,NULL,NULL
2020,0015000000b4ljKAAQ,0015000000b4ljKAAQ,SE,41,4,8,260498.0732,4575.5882,4.3171
