UltimateParentAccountID,Quarter,Product,ARR,QuotaRelief
0012J00002Jc9BeQAJ,2020 Q4,EX,547499563,NA
0012J00002KgQlGQAV,2021 Q1,EX,1313156866,NA
0012J00002KgQlGQAV,2020 Q2,EX,43772316.28,1313157237
0012J00002KgQlGQAV,2021 Q2,CX,103291263.1,3081773056
0012J00002KgQlGQAV,2021 Q2,EX,1269389719,NA
0012J00002KgQlGQAV,2020 Q3,EX,1313156445,NA
0012J00002KgQlGQAV,2020 Q4,EX,1313156866,NA
0012J00002KuRajQAF,2017 Q1,CX,59284954.16,NA
0012J00002KuRajQAF,2017 Q1,RC,1865261751,87293676
0012J00002KuRajQAF,2017 Q1,CX,51877490.46,NA
0012J00002KuRajQAF,2017 Q1,RC,880889525.1,87293676
0012J00002KuRajQAF,2017 Q1,CX,-80715749.23,NA
0012J00002KuRajQAF,2018 Q1,RC,378272917.1,NA
0012J00002KuRajQAF,2018 Q1,RC,131909834.4,NA
0012J00002KuRajQAF,2018 Q1,RC,77810826.14,NA
0012J00002KuRajQAF,2019 Q1,RC,426390777.1,18913629.8
0012J00002KuRajQAF,2020 Q1,RC,403822175.4,0
0012J00002KuRajQAF,2021 Q1,RC,423896979.1,0
0012J00002KuRajQAF,2017 Q2,RC,1726962468,NA
0012J00002KuRajQAF,2017 Q2,RC,804020980.8,NA
0012J00002KuRajQAF,2018 Q2,RC,378271294.3,NA
0012J00002KuRajQAF,2019 Q2,RC,426390656.9,NA
0012J00002KuRajQAF,2020 Q2,RC,403824399.4,NA
0012J00002KuRajQAF,2021 Q2,RC,423895716.9,NA
0012J00002KuRajQAF,2017 Q3,RC,1726962468,NA
0012J00002KuRajQAF,2017 Q3,RC,804020980.8,NA
0012J00002KuRajQAF,2018 Q3,RC,378271294.3,NA
0012J00002KuRajQAF,2019 Q3,RC,426390656.9,NA
0012J00002KuRajQAF,2020 Q3,RC,403824399.4,NA
0012J00002KuRajQAF,2017 Q4,RC,1726963250,15314680
0012J00002KuRajQAF,2017 Q4,RC,804019959,15314680
0012J00002KuRajQAF,2018 Q4,RC,378272917.1,NA
0012J00002KuRajQAF,2019 Q4,RC,426390777.1,NA
0012J00002KuRajQAF,2020 Q4,RC,403822175.4,NA
0012J00002KuSWbQAN,2019 Q1,RC,2959018.486,22972020
0012J00002KuSWbQAN,2020 Q1,RC,14052182.24,NA
0012J00002KuSWbQAN,2019 Q2,RC,22927735.05,NA
0012J00002KuSWbQAN,2019 Q3,RC,22927735.05,NA
0012J00002KuSWbQAN,2019 Q4,RC,22929237.7,NA
0012J00002Lb7kvQAB,2017 Q1,RC,38286922.31,NA
0012J00002Lb7kvQAB,2017 Q1,RC,76573844.62,NA
0012J00002Lb7kvQAB,2018 Q1,RC,38286922.31,NA
0012J00002Lb7kvQAB,2018 Q1,EX,229719730.7,NA
0012J00002Lb7kvQAB,2018 Q1,RC,76573844.62,NA
0012J00002Lb7kvQAB,2019 Q1,RC,40201899.54,5743158.147
0012J00002Lb7kvQAB,2019 Q1,EX,310341714.5,51687045
0012J00002Lb7kvQAB,2019 Q1,RC,80401995.9,5743158.147
0012J00002Lb7kvQAB,2020 Q1,RC,308830649.6,185690495
0012J00002Lb7kvQAB,2020 Q1,EX,293061840,NA
0012J00002Lb7kvQAB,2021 Q1,RC,217156975.2,0
0012J00002Lb7kvQAB,2021 Q1,EX,364491211.9,44587771.94
0012J00002Lb7kvQAB,2017 Q2,RC,38286802.1,NA
0012J00002Lb7kvQAB,2017 Q2,RC,76573604.2,NA
0012J00002Lb7kvQAB,2018 Q2,RC,38286802.1,NA
0012J00002Lb7kvQAB,2018 Q2,EX,229720812.6,NA
0012J00002Lb7kvQAB,2018 Q2,RC,76573604.2,NA
0012J00002Lb7kvQAB,2019 Q2,RC,40202260.17,NA
0012J00002Lb7kvQAB,2019 Q2,EX,310343337.4,NA
0012J00002Lb7kvQAB,2019 Q2,RC,80402657.06,NA
0012J00002Lb7kvQAB,2020 Q2,RC,308832212.4,NA
0012J00002Lb7kvQAB,2020 Q2,EX,293061359.1,NA
0012J00002Lb7kvQAB,2021 Q2,RC,217156674.6,NA
0012J00002Lb7kvQAB,2021 Q2,EX,368764808.7,53601380
0012J00002Lb7kvQAB,2017 Q3,EX,15314348.18,287150250
0012J00002Lb7kvQAB,2017 Q3,RC,38286802.1,NA
0012J00002Lb7kvQAB,2017 Q3,RC,76573604.2,NA
0012J00002Lb7kvQAB,2018 Q3,RC,38286802.1,NA
0012J00002Lb7kvQAB,2018 Q3,EX,15314348.18,NA
0012J00002Lb7kvQAB,2018 Q3,EX,214408327.7,NA
0012J00002Lb7kvQAB,2018 Q3,RC,76573604.2,NA
0012J00002Lb7kvQAB,2019 Q3,RC,40202260.17,NA
0012J00002Lb7kvQAB,2019 Q3,EX,309307350.4,0
0012J00002Lb7kvQAB,2019 Q3,RC,80402657.06,NA
0012J00002Lb7kvQAB,2020 Q3,RC,313084231.2,4134963.6
0012J00002Lb7kvQAB,2020 Q3,EX,292839628.1,0
0012J00002Lb7kvQAB,2017 Q4,EX,229719730.7,NA
0012J00002Lb7kvQAB,2017 Q4,RC,38286922.31,NA
0012J00002Lb7kvQAB,2017 Q4,RC,76573844.62,NA
0012J00002Lb7kvQAB,2018 Q4,RC,38286922.31,NA
0012J00002Lb7kvQAB,2018 Q4,EX,229719730.7,NA
0012J00002Lb7kvQAB,2018 Q4,RC,76573844.62,NA
0012J00002Lb7kvQAB,2019 Q4,RC,40201899.54,NA
0012J00002Lb7kvQAB,2019 Q4,EX,293061840,8442217.35
0012J00002Lb7kvQAB,2019 Q4,RC,80401995.9,NA
0012J00002Lb7kvQAB,2020 Q4,RC,435936812.4,122517440
0012J00002Lb7kvQAB,2020 Q4,EX,289850376.3,NA
0012J00002Lb7kwQAB,2017 Q1,RC,1871626977,275664240
0012J00002Lb7kwQAB,2018 Q1,RC,1233054198,NA
0012J00002Lb7kwQAB,2019 Q1,RC,1206038954,NA
0012J00002Lb7kwQAB,2020 Q1,RC,1262875190,NA
0012J00002Lb7kwQAB,2021 Q1,RC,3712138278,120067091.2
0012J00002Lb7kwQAB,2017 Q2,RC,493226728.1,NA
0012J00002Lb7kwQAB,2018 Q2,RC,1206034266,57429743.71
0012J00002Lb7kwQAB,2019 Q2,RC,1262883124,60301552.5
0012J00002Lb7kwQAB,2020 Q2,RC,647409923.6,823929784
0012J00002Lb7kwQAB,2021 Q2,RC,1465856465,0
0012J00002Lb7kwQAB,2021 Q2,EX,211341358.8,NA
0012J00002Lb7kwQAB,2017 Q3,RC,1233055641,NA
0012J00002Lb7kwQAB,2018 Q3,RC,1206034266,NA
0012J00002Lb7kwQAB,2019 Q3,RC,1262883124,NA
0012J00002Lb7kwQAB,2020 Q3,RC,2438024107,627901880
0012J00002Lb7kwQAB,2017 Q4,RC,1233054198,NA
0012J00002Lb7kwQAB,2018 Q4,RC,1206038954,NA
0012J00002Lb7kwQAB,2019 Q4,RC,1262875190,NA
0012J00002Lb7kwQAB,2020 Q4,RC,3219289496,223402894.5
0012J00002Lb97sQAB,2021 Q1,RC,76783013.51,NA
0012J00002Lb97sQAB,2021 Q2,RC,76784155.52,NA
0012J00002Lb97sQAB,2020 Q3,RC,69105553.64,76573400
0012J00002Lb97sQAB,2020 Q4,RC,76783013.51,NA
0012J00002LbK78QAF,2020 Q1,EX,32695021107,NA
0012J00002LbK78QAF,2019 Q4,EX,1089834818,NA
0012J00002LbQZ3QAN,2017 Q1,RC,48240476.27,NA
0012J00002LbQZ3QAN,2018 Q1,RC,74339704.52,NA
0012J00002LbQZ3QAN,2019 Q1,RC,77307738.91,NA
0012J00002LbQZ3QAN,2020 Q1,RC,80950162.64,NA
0012J00002LbQZ3QAN,2021 Q1,RC,210600612.5,12439348.83
0012J00002LbQZ3QAN,2017 Q2,RC,48242339.55,NA
0012J00002LbQZ3QAN,2018 Q2,RC,74339524.2,NA
0012J00002LbQZ3QAN,2019 Q2,RC,77305875.62,NA
0012J00002LbQZ3QAN,2020 Q2,RC,80954189.74,NA
0012J00002LbQZ3QAN,2021 Q2,RC,210596044.4,NA
0012J00002LbQZ3QAN,2017 Q3,RC,50865846.33,25384082.1
0012J00002LbQZ3QAN,2018 Q3,RC,33498156.91,3681342.778
0012J00002LbQZ3QAN,2018 Q3,RC,42123308.11,3681342.778
0012J00002LbQZ3QAN,2019 Q3,RC,78876625.77,3865425.232
0012J00002LbQZ3QAN,2020 Q3,RC,81038037.61,0
0012J00002LbQZ3QAN,2017 Q4,RC,74339704.52,NA
0012J00002LbQZ3QAN,2018 Q4,RC,77307738.91,NA
0012J00002LbQZ3QAN,2019 Q4,RC,80950162.64,NA
0012J00002LbQZ3QAN,2020 Q4,RC,210600612.5,129072123
0012J00002LbQZDQA3,2020 Q1,RC,22909402.72,22972020
0012J00002LbQZDQA3,2021 Q1,RC,53603133.78,7657340
0012J00002LbQZDQA3,2020 Q2,RC,45881556.11,22972020
0012J00002LbQZDQA3,2021 Q2,RC,53603013.57,0
0012J00002LbQZDQA3,2020 Q3,RC,45881556.11,NA
0012J00002LbQZDQA3,2020 Q4,RC,45881916.74,NA
0012J00002LbQZmQAN,2020 Q1,CX,4496635206,NA
0012J00002LbQZmQAN,2020 Q1,EX,8846401.397,NA
0012J00002LbQZmQAN,2021 Q1,CX,6058524534,NA
0012J00002LbQZmQAN,2021 Q1,EX,1598816652,NA
0012J00002LbQZmQAN,2021 Q1,BX,1193063271,0
0012J00002LbQZmQAN,2020 Q2,CX,4496636589,NA
0012J00002LbQZmQAN,2020 Q2,EX,8848745.531,NA
0012J00002LbQZmQAN,2021 Q2,CX,6058524954,NA
0012J00002LbQZmQAN,2021 Q2,EX,1598818696,NA
0012J00002LbQZmQAN,2021 Q2,BX,516869965,NA
0012J00002LbQZmQAN,2019 Q3,CX,149884594.5,7616981836
0012J00002LbQZmQAN,2019 Q3,EX,296262.4846,14989549.34
0012J00002LbQZmQAN,2020 Q3,CX,4548724751,0
0012J00002LbQZmQAN,2020 Q3,EX,61864823.99,0
0012J00002LbQZmQAN,2019 Q4,CX,4496635206,NA
0012J00002LbQZmQAN,2019 Q4,EX,8846401.397,NA
0012J00002LbQZmQAN,2020 Q4,CX,6058524534,NA
0012J00002LbQZmQAN,2020 Q4,EX,1598816652,NA
0012J00002LbTrGQAV,2021 Q2,RC,5513463.471,5513284.8
0012J00002LYnthQAD,2017 Q1,RC,229719730.7,NA
0012J00002LYnthQAD,2018 Q1,RC,276420291.2,NA
0012J00002LYnthQAD,2020 Q1,RC,122183481.2,NA
0012J00002LYnthQAD,2021 Q1,RC,122517069.5,NA
0012J00002LYnthQAD,2017 Q2,RC,203726108.7,NA
0012J00002LYnthQAD,2018 Q2,RC,230358056.4,NA
0012J00002LYnthQAD,2019 Q2,RC,122183120.5,122517440
0012J00002LYnthQAD,2020 Q2,RC,122516648.7,0
0012J00002LYnthQAD,2017 Q3,RC,122853903.5,NA
0012J00002LYnthQAD,2019 Q3,RC,122183120.5,NA
0012J00002LYnthQAD,2020 Q3,RC,122516648.7,NA
0012J00002LYnthQAD,2017 Q4,RC,276420291.2,NA
0012J00002LYnthQAD,2019 Q4,RC,122183481.2,NA
0012J00002LYnthQAD,2020 Q4,RC,122517069.5,NA
0012J00002M7hkJQAR,2020 Q1,RC,22909402.72,NA
0012J00002M7hkJQAR,2020 Q2,RC,22909102.19,NA
0012J00002M7hkJQAR,2020 Q3,RC,22909102.19,NA
0012J00002M7hkJQAR,2019 Q4,RC,22909402.72,NA
0012J00002M7uk4QAB,2019 Q1,CX,464555083.2,672819836.4
0012J00002M7uk4QAB,2020 Q1,CX,139313691.8,101566957.8
0012J00002M7uk4QAB,2021 Q1,CX,794785873.9,NA
0012J00002M7uk4QAB,2019 Q2,CX,757958685.9,NA
0012J00002M7uk4QAB,2020 Q2,CX,863741162.5,NA
0012J00002M7uk4QAB,2021 Q2,CX,794784671.7,NA
0012J00002M7uk4QAB,2019 Q3,CX,757958685.9,NA
0012J00002M7uk4QAB,2020 Q3,CX,863741162.5,NA
0012J00002M7uk4QAB,2019 Q4,CX,757961330.6,60768650.24
0012J00002M7uk4QAB,2020 Q4,CX,863741282.7,61197461.28
0012J00002M94zzQAB,2018 Q1,RC,605019203.9,NA
0012J00002M94zzQAB,2019 Q1,RC,308580007.6,NA
0012J00002M94zzQAB,2019 Q1,RC,493130077.7,NA
0012J00002M94zzQAB,2020 Q1,RC,2211149554,0
0012J00002M94zzQAB,2020 Q1,EX,4813854250,1196275599
0012J00002M94zzQAB,2021 Q1,EX,2060645327,185009604.3
0012J00002M94zzQAB,2017 Q2,RC,1021080.765,7657340
0012J00002M94zzQAB,2018 Q2,RC,867473324.5,232910707.3
0012J00002M94zzQAB,2018 Q2,RC,603993494.9,232910707.3
0012J00002M94zzQAB,2019 Q2,RC,308578805.5,NA
0012J00002M94zzQAB,2019 Q2,EX,1802196370,1807132240
0012J00002M94zzQAB,2019 Q2,RC,493133563.8,NA
0012J00002M94zzQAB,2020 Q2,EX,3011657219,NA
0012J00002M94zzQAB,2021 Q2,EX,2060649053,NA
0012J00002M94zzQAB,2017 Q3,RC,144764284.4,485475509.1
0012J00002M94zzQAB,2018 Q3,RC,763947.2873,7657340
0012J00002M94zzQAB,2018 Q3,RC,493133563.8,7657340
0012J00002M94zzQAB,2019 Q3,RC,288008127.3,NA
0012J00002M94zzQAB,2019 Q3,EX,1802196370,NA
0012J00002M94zzQAB,2019 Q3,RC,460289420.3,NA
0012J00002M94zzQAB,2020 Q3,EX,3132426105,122517440
0012J00002M94zzQAB,2017 Q4,RC,605019203.9,NA
0012J00002M94zzQAB,2018 Q4,RC,114424397.4,232509615.8
0012J00002M94zzQAB,2018 Q4,RC,493130077.7,232509615.8
0012J00002M94zzQAB,2019 Q4,RC,2282643840,NA
0012J00002M94zzQAB,2019 Q4,EX,1802195528,NA
0012J00002M94zzQAB,2020 Q4,EX,3132428509,NA
0012J00002M9GJ3QAN,2020 Q1,EX,2246540569,NA
0012J00002M9GJ3QAN,2021 Q1,EX,2349779841,NA
0012J00002M9GJ3QAN,2021 Q1,EX,257144296.3,NA
0012J00002M9GJ3QAN,2020 Q2,EX,2246541651,338446004.9
0012J00002M9GJ3QAN,2021 Q2,EX,2349778879,434064434.7
0012J00002M9GJ3QAN,2021 Q2,EX,257144656.9,434064434.7
0012J00002M9GJ3QAN,2020 Q3,EX,2282465807,0
0012J00002M9GJ3QAN,2020 Q3,EX,257144656.9,0
0012J00002M9GJ3QAN,2020 Q4,EX,2282456310,0
0012J00002M9GJ3QAN,2020 Q4,EX,257144296.3,0
0012J00002M9hwWQAR,2020 Q1,CX,229094027.2,NA
0012J00002M9hwWQAR,2020 Q2,CX,229092885.2,NA
0012J00002M9hwWQAR,2020 Q3,CX,229092885.2,NA
0012J00002M9hwWQAR,2019 Q4,CX,229094027.2,229720200
0012J00002MA20NQAT,2021 Q2,EX,82700088.78,91888080
0012J00002MA3YOQA1,2021 Q1,CX,219439801.1,0
0012J00002NFmF6QAL,2020 Q1,RC,232410075.3,NA
0012J00002NFmF6QAL,2021 Q1,RC,420202263.2,13087006.65
0012J00002NFmF6QAL,2020 Q2,RC,232411397.7,NA
0012J00002NFmF6QAL,2021 Q2,RC,473954760.3,22972020
0012J00002NFmF6QAL,2020 Q3,RC,315789722.6,125069937.7
0012J00002NFmF6QAL,2020 Q4,RC,357891572.8,0
0012J00002NFy4dQAD,2020 Q1,RC,78362599.24,NA
0012J00002NFy4dQAD,2020 Q2,RC,78362358.82,NA
0012J00002NFy4dQAD,2020 Q3,RC,78362358.82,NA
0012J00002NFy4dQAD,2019 Q4,RC,70778423.89,91888080
0012J00002NFy4dQAD,2020 Q4,RC,78362599.24,NA
0012J00002NGdo3QAD,2017 Q1,EX,121292710.2,121292265.6
0012J00002NGdo3QAD,2019 Q1,RC,23210533.79,NA
0012J00002NGdo3QAD,2021 Q1,RC,225283907.7,NA
0012J00002NGdo3QAD,2021 Q1,RC,-3804709.936,NA
0012J00002NGdo3QAD,2017 Q2,EX,121292469.8,NA
0012J00002NGdo3QAD,2018 Q2,RC,23210954.53,22629124.31
0012J00002NGdo3QAD,2020 Q2,RC,113010163.2,292160600.7
0012J00002NGdo3QAD,2021 Q2,RC,73497318.9,NA
0012J00002NGdo3QAD,2021 Q2,RC,-3804830.148,NA
0012J00002NGdo3QAD,2017 Q3,EX,121292469.8,NA
0012J00002NGdo3QAD,2018 Q3,RC,23210954.53,NA
0012J00002NGdo3QAD,2020 Q3,RC,200834288.7,0
0012J00002NGdo3QAD,2017 Q4,EX,121292710.2,NA
0012J00002NGdo3QAD,2018 Q4,RC,23210533.79,NA
0012J00002NGdo3QAD,2020 Q4,RC,326496404.7,73758255.52
0012J00002NGdo3QAD,2020 Q4,RC,-2576744.312,73758255.52
0012J00002NGfSEQA1,2017 Q1,RC,1613045546,NA
0012J00002NGfSEQA1,2018 Q1,RC,80133322.07,NA
0012J00002NGfSEQA1,2018 Q1,RC,1583307500,NA
0012J00002NGfSEQA1,2018 Q1,RC,268170742.4,NA
0012J00002NGfSEQA1,2019 Q1,RC,2320442101,NA
0012J00002NGfSEQA1,2020 Q1,RC,3144046399,0
0012J00002NGfSEQA1,2021 Q1,RC,3045141972,235610532.2
0012J00002NGfSEQA1,2017 Q2,RC,1613044885,NA
0012J00002NGfSEQA1,2018 Q2,RC,99328053.64,38779373.26
0012J00002NGfSEQA1,2018 Q2,RC,1583314292,38779373.26
0012J00002NGfSEQA1,2018 Q2,RC,268171583.9,38779373.26
0012J00002NGfSEQA1,2019 Q2,RC,2320443303,NA
0012J00002NGfSEQA1,2020 Q2,RC,3144034377,309738790.4
0012J00002NGfSEQA1,2021 Q2,RC,3239911625,NA
0012J00002NGfSEQA1,2017 Q3,RC,1612784025,243216261.8
0012J00002NGfSEQA1,2017 Q3,RC,8938183.262,243216261.8
0012J00002NGfSEQA1,2018 Q3,RC,269287692.2,453443630.8
0012J00002NGfSEQA1,2018 Q3,RC,1556743833,453443630.8
0012J00002NGfSEQA1,2018 Q3,RC,259238990.5,453443630.8
0012J00002NGfSEQA1,2019 Q3,RC,2267766343,37594017.02
0012J00002NGfSEQA1,2020 Q3,RC,4149690860,264506423.6
0012J00002NGfSEQA1,2017 Q4,RC,1583307500,58105580.53
0012J00002NGfSEQA1,2017 Q4,RC,268170742.4,58105580.53
0012J00002NGfSEQA1,2018 Q4,RC,2320442101,38601263.53
0012J00002NGfSEQA1,2019 Q4,RC,738223721.6,NA
0012J00002NGfSEQA1,2020 Q4,RC,2977392891,NA
0012J00002NGP3SQAX,2018 Q1,EX,224409365.4,335736072.3
0012J00002NGP3SQAX,2019 Q1,EX,313044681.5,15123246.5
0012J00002NGP3SQAX,2020 Q1,EX,328806278.4,0
0012J00002NGP3SQAX,2021 Q1,EX,333007688,0
0012J00002NGP3SQAX,2018 Q2,EX,302463500.6,NA
0012J00002NGP3SQAX,2019 Q2,EX,316721365.6,NA
0012J00002NGP3SQAX,2020 Q2,EX,333006485.8,NA
0012J00002NGP3SQAX,2021 Q2,EX,333006485.8,NA
0012J00002NGP3SQAX,2018 Q3,EX,302463500.6,NA
0012J00002NGP3SQAX,2019 Q3,EX,316721365.6,NA
0012J00002NGP3SQAX,2020 Q3,EX,333006485.8,NA
0012J00002NGP3SQAX,2018 Q4,EX,302465424,NA
0012J00002NGP3SQAX,2019 Q4,EX,316719562.4,NA
0012J00002NGP3SQAX,2020 Q4,EX,333009491.1,NA
0012J00002NGVxfQAH,2017 Q1,RC,421980198.7,141131974.1
0012J00002NGVxfQAH,2018 Q1,RC,485066256.4,NA
0012J00002NGVxfQAH,2019 Q1,RC,440111174.2,30629360
0012J00002NGVxfQAH,2019 Q1,RC,36671272.97,30629360
0012J00002NGVxfQAH,2020 Q1,RC,903191256.2,9040102.457
0012J00002NGVxfQAH,2020 Q1,EX,75484723.86,NA
0012J00002NGVxfQAH,2021 Q1,RC,2104880940,1688148969
0012J00002NGVxfQAH,2017 Q2,RC,465728352.4,49685110.03
0012J00002NGVxfQAH,2018 Q2,RC,279187331.1,26381986.65
0012J00002NGVxfQAH,2018 Q2,RC,231531926.6,26381986.65
0012J00002NGVxfQAH,2019 Q2,RC,452519517.4,126795595.9
0012J00002NGVxfQAH,2019 Q2,EX,75485445.13,76573400
0012J00002NGVxfQAH,2019 Q2,RC,6119031.443,126795595.9
0012J00002NGVxfQAH,2020 Q2,RC,896956099.9,24771801.19
0012J00002NGVxfQAH,2021 Q2,RC,5830089809,28611344.62
0012J00002NGVxfQAH,2021 Q2,EX,165105778.4,192468312.9
0012J00002NGVxfQAH,2021 Q2,EX,31247307.34,192468312.9
0012J00002NGVxfQAH,2017 Q3,RC,471839930.7,NA
0012J00002NGVxfQAH,2018 Q3,RC,279187331.1,NA
0012J00002NGVxfQAH,2018 Q3,RC,231524473.5,NA
0012J00002NGVxfQAH,2019 Q3,RC,577132363,NA
0012J00002NGVxfQAH,2019 Q3,EX,75485445.13,NA
0012J00002NGVxfQAH,2020 Q3,RC,1628653632,777220010
0012J00002NGVxfQAH,2017 Q4,RC,471836324.3,7723652.564
0012J00002NGVxfQAH,2018 Q4,RC,279188172.6,8046179.725
0012J00002NGVxfQAH,2018 Q4,RC,231524713.9,8046179.725
0012J00002NGVxfQAH,2019 Q4,RC,901667569,274712126.3
0012J00002NGVxfQAH,2019 Q4,EX,75484723.86,NA
0012J00002NGVxfQAH,2020 Q4,RC,1825184271,345753098.2
0012J00002NGx0IQAT,2017 Q1,CX,67119771.54,120476605.7
0012J00002NGx0IQAT,2017 Q1,CX,1771384590,120476605.7
0012J00002NGx0IQAT,2018 Q1,CX,493346459.3,58642819.51
0012J00002NGx0IQAT,2018 Q1,CX,1079495384,58642819.51
0012J00002NGx0IQAT,2019 Q1,CX,1289915678,NA
0012J00002NGx0IQAT,2019 Q1,RC,589511855.3,NA
0012J00002NGx0IQAT,2020 Q1,CX,606872873,NA
0012J00002NGx0IQAT,2020 Q1,RC,1223434232,NA
0012J00002NGx0IQAT,2017 Q2,CX,1572842624,NA
0012J00002NGx0IQAT,2018 Q2,CX,1289915678,NA
0012J00002NGx0IQAT,2018 Q2,RC,589512035.6,NA
0012J00002NGx0IQAT,2019 Q2,CX,498609761.6,NA
0012J00002NGx0IQAT,2019 Q2,RC,1128963165,NA
0012J00002NGx0IQAT,2017 Q3,CX,493345978.4,NA
0012J00002NGx0IQAT,2017 Q3,CX,1079496646,NA
0012J00002NGx0IQAT,2018 Q3,CX,1289915678,NA
